compound,n_sources,raw_instability,ablated_instability
JCP2022_001574,6,0.8998375372797914,0.8919738567053694
JCP2022_001579,5,0.3292036931257648,0.32614117457697256
JCP2022_001580,5,0.9504362065217418,0.9467340340987095
JCP2022_001582,5,1.0272288614757095,1.0283686975181152
JCP2022_001584,5,1.0122712236355218,1.0073094051095959
JCP2022_001585,5,0.8412607163103439,0.8522894534565011
JCP2022_001589,5,1.0276540113345038,1.028551577674443
JCP2022_001592,5,0.9447508159863949,0.9538877516870157
JCP2022_001607,5,0.9190784782012479,0.9116417284539314
JCP2022_001624,5,0.8637559118446564,0.8651747695995728
JCP2022_001625,5,0.7932583552004526,0.7876981898245229
JCP2022_001639,5,0.9721757530385049,0.9686940583146563
JCP2022_001641,5,1.0013976201048853,0.9973725628520442
JCP2022_001643,5,0.9912215431925506,0.99706709333217
JCP2022_001645,5,0.9406306023445631,0.9295191901571134
JCP2022_001650,5,0.29610661502497737,0.29286130194749194
JCP2022_001651,5,0.9850770791610436,0.9729851861471817
JCP2022_001661,5,1.0291562895912452,1.027206887195214
JCP2022_001669,5,1.0041333051369707,1.0024365193459188
JCP2022_001677,5,0.9345801951011101,0.9401638774825952
JCP2022_001680,5,1.0179175878884659,1.022096570510246
JCP2022_001688,5,0.9074984484420188,0.9060256373737635
JCP2022_001691,5,1.0009319896294533,0.9971210151288421
JCP2022_001697,5,0.7440292485503731,0.7499778197787142
JCP2022_001709,5,0.9844182318267417,0.9850125744509086
JCP2022_001710,5,0.9457874317823265,0.9546641245121571
JCP2022_001711,5,0.8216004070879237,0.8179101842691351
JCP2022_001716,6,0.7718182517535219,0.7667632644153444
JCP2022_001717,5,1.0215962247678625,1.0357286005183899
JCP2022_001719,5,0.9335877155495493,0.9385435544029195
JCP2022_001720,5,0.9800992080368855,0.9806452576190352
JCP2022_001724,5,1.0040176076493026,1.0038825935140108
JCP2022_001729,5,0.9030568229803573,0.8873690119798411
JCP2022_001736,5,0.98027940503125,0.9690838978627174
JCP2022_001747,5,0.8891757474515455,0.8899125705647583
JCP2022_001751,5,0.8944768930293534,0.890965358563037
JCP2022_001756,5,0.9939183598506491,0.9949049677325794
JCP2022_001758,5,0.7784234468517545,0.7772656820390385
JCP2022_001762,6,0.9385275695464029,0.9370715227444273
JCP2022_001766,5,0.8123069162342862,0.8031697333635088
JCP2022_001767,5,0.8961115194661534,0.8966109923482142
JCP2022_001769,5,0.9797734656510073,0.9867391584965685
JCP2022_001771,5,1.0365550474359384,1.0372927599204067
JCP2022_001773,5,0.9458036641007909,0.9521288148328079
JCP2022_001789,5,1.0641142807676396,1.0623133171251593
JCP2022_001790,5,0.9254273864406457,0.9282508829915023
JCP2022_001796,5,0.985182126888758,0.9781231025443536
JCP2022_001798,5,0.9792708368464784,0.9795395841270689
JCP2022_001810,5,0.9828866909790163,0.9837156308814738
JCP2022_001814,5,1.0236970439999915,1.0270250350638963
JCP2022_001819,6,1.065485719477048,1.0721369844367568
JCP2022_001833,6,0.8904269322952381,0.901207974289351
JCP2022_001836,5,0.935846031788571,0.9333909658890052
JCP2022_001840,5,0.9069514794600275,0.9063559739930372
JCP2022_001844,5,0.9448104385863203,0.9467799212292252
JCP2022_001846,5,1.0442041624179588,1.0438901762780048
JCP2022_001849,5,0.7658606206548869,0.7418852431494822
JCP2022_001859,5,1.0066743893634147,1.0087834276776706
JCP2022_001873,5,1.0579283392094956,1.0593794984324703
